timestamp,type,status,amount,complete_time
1616630400,3,1,93402,40
1616634000,1,6,89419,41
1616637600,3,3,117444,31
1616641200,2,5,115068,32
1616644800,3,1,130077,27
1616648400,3,3,95505,38
1616652000,1,4,107807,34
1616655600,2,2,108728,33
1616659200,2,4,117241,31
1616662800,1,1,127751,28
1616666400,2,1,105263,34
1616670000,2,1,99344,37
1616673600,2,3,104700,34
1616677200,1,0,117766,31
1616680800,2,0,115634,31
1616684400,2,2,67669,55
1616688000,1,3,125098,29
1616691600,3,3,70681,52
1616695200,1,4,125020,29
1616698800,2,1,111396,33
1616702400,3,1,73353,50
1616706000,2,1,84485,43
1616709600,1,3,120767,30
1616713200,1,6,123388,29
1616716800,2,4,114298,32
1616720400,3,2,99831,37
1616724000,1,5,78618,47
1616727600,2,6,100324,37
1616731200,2,6,128859,28
1616734800,3,0,69837,52
1616738400,3,4,114677,32
1616742000,3,5,66616,55
1616745600,2,2,98329,37
1616749200,1,6,75014,50
1616752800,1,3,101638,35
1616756400,2,0,111470,33
1616760000,3,2,96560,38
1616763600,2,6,71460,52
1616767200,3,2,96879,38
1616770800,3,4,103450,35
1616774400,2,6,77550,47
1616778000,1,4,124542,29
1616781600,2,6,109043,33
1616785200,3,0,70216,52
1616788800,1,3,88009,41
1616792400,2,2,81247,45
1616796000,1,2,107499,34
1616799600,2,3,67336,55
1616803200,2,2,124894,29
1616806800,2,0,77109,47
1616810400,1,1,128835,28
1616814000,3,6,118695,31
1616817600,3,1,65638,55
1616821200,1,2,118252,31
1616824800,1,0,109759,33
1616828400,2,4,116639,31
1616832000,3,0,97351,37
1616835600,3,1,130612,27
1616839200,1,6,119938,30
1616842800,1,1,118449,31
1616846400,1,4,102730,35
1616850000,1,4,84001,43
1616853600,3,6,91062,40
1616857200,2,5,118787,31
1616860800,2,3,83299,43
1616864400,3,3,76137,47
1616868000,1,0,77597,47
1616871600,2,5,118705,31
1616875200,1,6,101827,35
1616878800,2,5,123945,29
1616882400,1,2,119417,30
1616886000,2,2,100257,37
1616889600,3,3,115271,31
1616893200,3,6,114610,32
1616896800,2,6,102954,35
1616900400,3,2,102778,35
1616904000,2,4,91873,40
1616907600,2,6,102002,35
1616911200,3,4,79529,45
1616914800,3,2,73611,50
1616918400,3,4,95821,38
1616922000,2,5,105903,34
1616925600,3,4,119097,30
1616929200,1,4,97585,37
1616932800,1,4,94085,38
1616936400,3,2,87181,41
1616940000,1,4,90059,40
1616943600,2,2,68897,52
1616947200,3,1,106287,34
1616950800,1,5,97641,37
1616954400,3,2,95871,38
1616958000,1,1,127970,28
1616961600,3,3,119050,30
1616965200,3,6,122354,30
1616968800,1,1,87578,41
1616972400,3,3,70404,52
1616976000,3,3,98951,37
1616979600,3,4,91925,40
1616983200,2,6,130213,27
1616986800,1,6,118833,30
1616990400,3,0,105992,34
1616994000,3,0,90137,40
1616997600,3,4,123506,29
1617001200,3,5,96842,38
1617004800,2,6,114655,32
1617008400,1,5,93291,40
1617012000,1,4,97709,37
1617015600,3,6,116327,31
1617019200,1,1,82056,45
1617022800,2,6,84727,43
1617026400,2,3,122213,30
1617030000,3,6,93526,40
1617033600,3,0,104670,34
1617037200,1,2,77933,47
1617040800,1,2,73082,50
1617044400,1,4,118666,31
1617048000,3,1,67138,55
1617051600,2,5,102012,35
1617055200,2,0,67659,55
1617058800,1,2,87983,41
1617062400,2,4,111935,32
1617066000,3,5,83812,43
1617069600,1,1,76249,47
1617073200,1,6,94640,38
1617076800,2,5,102448,35
1617080400,1,3,83796,43
1617084000,2,1,98989,37
1617087600,2,0,126005,28
1617091200,3,1,77478,47
1617094800,3,1,93923,38
1617098400,1,3,125081,29
1617102000,3,2,107853,34
1617105600,1,1,66839,55
1617109200,2,1,125648,29
1617112800,1,1,70555,52
1617116400,2,6,92155,40
1617120000,2,0,86928,41
1617123600,3,1,76846,47
1617127200,2,0,74783,50
1617130800,2,4,107459,34
1617134400,3,5,80308,45
1617138000,2,4,87927,41
1617141600,2,6,82468,45
1617145200,3,6,103064,35
1617148800,3,1,68759,52
1617152400,3,2,108172,33
1617156000,3,5,87724,41
1617159600,3,4,130089,27
1617163200,2,3,102551,35
1617166800,3,1,72870,50
1617170400,1,5,101412,35
1617174000,2,4,120819,30
1617177600,2,3,121651,30
1617181200,3,2,104419,34
1617184800,2,1,70510,52
1617188400,2,3,84554,43
1617192000,2,2,126894,28
1617195600,2,6,127425,28
1617199200,2,1,118900,30
1617202800,1,2,103060,35
1617206400,3,1,80575,45
1617210000,3,2,110989,33
1617213600,3,4,95146,38
1617217200,1,2,72267,50
1617220800,2,4,130183,27
1617224400,2,3,104720,34
1617228000,1,5,126054,28
1617231600,3,0,74102,50
1617235200,1,5,129366,28
1617238800,1,4,93983,38
1617242400,2,1,75511,50
1617246000,2,2,126643,28
1617249600,3,3,90376,40
1617253200,3,4,87198,41
1617256800,3,6,78800,47
1617260400,1,1,106323,34
1617264000,3,1,70930,52
1617267600,3,1,126083,28
1617271200,1,0,101504,35
1617274800,2,6,99845,37
1617278400,3,5,128441,28
1617282000,3,1,119612,30
1617285600,2,5,90721,40
1617289200,3,4,97885,37
1617292800,1,0,104147,35
1617296400,2,6,114483,32
1617300000,1,0,120192,30
1617303600,3,6,68875,52
1617307200,2,1,125979,29
1617310800,3,2,82319,45
1617314400,1,3,68775,52
1617318000,3,5,100386,37
1617321600,2,2,119049,30
1617325200,2,5,126657,28
1617328800,3,6,119740,30
1617332400,2,1,97307,37
1617336000,2,2,126261,28
1617339600,1,6,70209,52
1617343200,2,0,96710,38
1617346800,1,0,72683,50
1617350400,3,5,119930,30
1617354000,2,1,89435,41
1617357600,2,5,125458,29
1617361200,2,2,93849,38
1617364800,2,0,109625,33
1617368400,3,0,120413,30
1617372000,2,4,129082,28
1617375600,2,4,103106,35
1617379200,2,1,103034,35
1617382800,1,0,126913,28
1617386400,3,0,115699,31
1617390000,1,6,122096,30
1617393600,3,5,106825,34
1617397200,2,0,95072,38
1617400800,1,2,108984,33
1617404400,3,3,93818,38
1617408000,1,0,126239,28
1617411600,2,0,91710,40
1617415200,1,2,86925,41
1617418800,2,0,78973,47
1617422400,2,5,112355,32
1617426000,1,1,114471,32
1617429600,3,3,130372,27
1617433200,2,5,99816,37
1617436800,1,0,121842,30
1617440400,3,3,109179,33
1617444000,1,3,93599,40
1617447600,3,1,125626,29
1617451200,3,3,116577,31
1617454800,3,0,125346,29
1617458400,1,0,121161,30
1617462000,3,0,92780,40
1617465600,2,2,91819,40
1617469200,3,0,112564,32
1617472800,2,1,79772,45
1617476400,2,5,75453,50
1617480000,3,3,78645,47
1617483600,1,6,97458,37
1617487200,2,6,93626,38
1617490800,2,1,76927,47
1617494400,2,4,98539,37
1617498000,3,2,87552,41
1617501600,2,3,80125,45
1617505200,3,6,127747,28
1617508800,3,1,80562,45
1617512400,2,2,85572,43
1617516000,2,3,67505,55
1617519600,1,4,87062,41
1617523200,1,4,94581,38
1617526800,3,5,111450,33
1617530400,1,2,85470,43
1617534000,2,2,118896,30
1617537600,2,2,129389,28
1617541200,2,1,116148,31
1617544800,1,4,75535,50
1617548400,1,2,91574,40
1617552000,3,2,76633,47
1617555600,2,3,124414,29
1617559200,1,6,87895,41
1617562800,1,0,83753,43
1617566400,3,3,106163,34
1617570000,2,4,107194,34
1617573600,2,6,103889,35
1617577200,3,4,122531,29
1617580800,3,4,78874,47
1617584400,1,1,70309,52
1617588000,3,3,116953,31
1617591600,3,6,128359,28
1617595200,1,3,98532,37
1617598800,2,6,83278,43
1617602400,3,0,93990,38
1617606000,3,1,125752,29
1617609600,3,6,107226,34
1617613200,3,0,70517,52
1617616800,1,5,77837,47
1617620400,3,0,116494,31
1617624000,3,1,92767,40
1617627600,3,3,112182,32
1617631200,1,0,92709,40
1617634800,1,2,91111,40
1617638400,2,0,97866,37
1617642000,2,2,122707,29
1617645600,3,3,115438,31
1617649200,3,5,112194,32
1617652800,2,6,87750,41
1617656400,3,0,90023,40
1617660000,1,1,69215,52
1617663600,2,1,74341,50
1617667200,2,5,98643,37
1617670800,2,1,116360,31
1617674400,1,1,90273,40
1617678000,3,3,88729,41
1617681600,2,6,115466,31
1617685200,3,5,77564,47
1617688800,1,5,125373,29
1617692400,3,0,113241,32
1617696000,2,1,129093,28
1617699600,1,2,103275,35
1617703200,1,3,126327,28
1617706800,3,0,127689,28
1617710400,2,5,87186,41
1617714000,2,2,126626,28
1617717600,2,0,81597,45
1617721200,1,5,114862,32
1617724800,3,0,100128,37
1617728400,2,3,77414,47
1617732000,2,0,97678,37
1617735600,2,1,84595,43
1617739200,1,5,112531,32
1617742800,3,5,77384,47
1617746400,2,1,125803,29
1617750000,2,2,93207,40
1617753600,3,1,102406,35
1617757200,2,1,127463,28
1617760800,3,3,83763,43
1617764400,2,4,124794,29
1617768000,3,6,67931,55
1617771600,1,5,75846,47
1617775200,2,0,101908,35
1617778800,2,3,103385,35
1617782400,1,0,93182,40
1617786000,1,0,106239,34
1617789600,1,4,117627,31
1617793200,1,4,83923,43
1617796800,3,5,110508,33
1617800400,2,1,125947,29
1617804000,1,1,74389,50
1617807600,1,2,112745,32
1617811200,3,6,92046,40
1617814800,1,0,128517,28
1617818400,3,3,87402,41
1617822000,2,4,93907,38
1617825600,2,6,95364,38
1617829200,1,6,118035,31
1617832800,1,4,107691,34
1617836400,2,3,88723,41
1617840000,3,6,83209,43
1617843600,3,5,85372,43
1617847200,2,3,114273,32
1617850800,2,1,113349,32
1617854400,2,6,66732,55
1617858000,2,5,90123,40
1617861600,3,5,107639,34
1617865200,2,1,128432,28
1617868800,2,3,72953,50
1617872400,2,2,100904,35
1617876000,2,4,92150,40
1617879600,3,5,87005,41
1617883200,3,5,123498,29
1617886800,3,4,106726,34
1617890400,3,2,102256,35
1617894000,2,3,72099,50
1617897600,2,3,112392,32
1617901200,1,2,116236,31
1617904800,3,6,102018,35
1617908400,1,5,66589,55
1617912000,3,0,80563,45
1617915600,2,6,76955,47
1617919200,3,5,102973,35
1617922800,3,5,81573,45
1617926400,3,5,75735,47
1617930000,1,6,107326,34
1617933600,1,2,101161,35
1617937200,1,0,76867,47
1617940800,2,0,97144,38
1617944400,2,4,128311,28
1617948000,2,6,127916,28
1617951600,3,4,113634,32
1617955200,1,0,67381,55
1617958800,2,2,103531,35
1617962400,1,5,100706,37
1617966000,3,3,70301,52
1617969600,3,2,82140,45
1617973200,1,0,122890,29
1617976800,1,4,86254,43
1617980400,2,1,73004,50
1617984000,3,6,118509,31
1617987600,1,5,118108,31
1617991200,1,0,120990,30
1617994800,2,3,119480,30
1617998400,1,1,89130,41
1618002000,2,2,122097,30
1618005600,1,1,65952,55
1618009200,1,0,88624,41
1618012800,1,0,119742,30
1618016400,3,2,82029,45
1618020000,1,5,80096,45
1618023600,3,6,91051,40
1618027200,1,0,126313,28
1618030800,1,6,92046,40
1618034400,2,1,97641,37
1618038000,2,2,125579,29
1618041600,1,4,114095,32
1618045200,1,6,98814,37
1618048800,2,6,118784,31
1618052400,1,0,74340,50
1618056000,1,2,93894,38
1618059600,1,5,70633,52
1618063200,2,4,118293,31
1618066800,3,6,97244,37
1618070400,3,5,111117,33
1618074000,3,6,129447,28
1618077600,2,1,119079,30
1618081200,1,3,124336,29
1618084800,1,2,109217,33
1618088400,3,1,84241,43
1618092000,2,1,94794,38
1618095600,1,5,128212,28
1618099200,2,6,95594,38
1618102800,2,1,128231,28
1618106400,1,4,72955,50
1618110000,1,2,84635,43
1618113600,3,6,116276,31
1618117200,3,2,74938,50
1618120800,1,0,104783,34
1618124400,3,2,101025,35
1618128000,3,1,107875,34
1618131600,2,0,129694,27
1618135200,3,6,88440,41
1618138800,2,2,82810,43
1618142400,1,0,101395,35
1618146000,3,1,100462,37
1618149600,1,0,74417,50
1618153200,3,1,99539,37
1618156800,3,1,77830,47
1618160400,1,5,90258,40
1618164000,1,0,107706,34
1618167600,2,2,130816,27
1618171200,3,0,88846,41
1618174800,3,0,72473,50
1618178400,3,4,130922,27
1618182000,3,3,123064,29
1618185600,1,1,102610,35
1618189200,3,5,85184,43
1618192800,2,4,129585,28
1618196400,1,5,110302,33
1618200000,3,4,83959,43
1618203600,2,6,107532,34
1618207200,3,3,102222,35
1618210800,3,1,108289,33
1618214400,2,6,74671,50
1618218000,3,6,74423,50
1618221600,2,3,88727,41
1618225200,3,5,102686,35
1618228800,2,3,125701,29
1618232400,2,0,121181,30
1618236000,2,4,69180,52
1618239600,3,4,95191,38
1618243200,3,3,104380,35
1618246800,3,0,81732,45
1618250400,3,6,72239,50
1618254000,1,1,111760,32
1618257600,3,2,103947,35
1618261200,1,4,113118,32
1618264800,2,3,107638,34
1618268400,3,0,89601,41
1618272000,2,3,121648,30
1618275600,1,2,76756,47
1618279200,2,2,85843,43
1618282800,3,5,68663,52
1618286400,1,2,125507,29
1618290000,2,3,124850,29
1618293600,1,2,124222,29
1618297200,3,2,122777,29
1618300800,3,3,129962,27
1618304400,1,2,116472,31
1618308000,3,3,116872,31
1618311600,3,1,111665,32
1618315200,1,3,115129,32
1618318800,2,5,88114,41
1618322400,1,5,73372,50
1618326000,2,0,117957,31
1618329600,2,4,89283,41
1618333200,2,4,76177,47
1618336800,3,4,125990,29
1618340400,2,0,119494,30
1618344000,2,2,84616,43
1618347600,3,6,90638,40
1618351200,1,2,91376,40
1618354800,2,2,70240,52
1618358400,2,6,126580,28
1618362000,2,2,70189,52
1618365600,3,0,78564,47
1618369200,3,0,86562,41
1618372800,3,1,114047,32
1618376400,2,5,89363,41
1618380000,1,4,102212,35
1618383600,1,5,87634,41
1618387200,3,0,74366,50
1618390800,2,1,120635,30
1618394400,3,6,98293,37
1618398000,2,1,84828,43
1618401600,2,5,111838,32
1618405200,2,2,106733,34
1618408800,2,3,88837,41
1618412400,1,3,122575,29
1618416000,2,3,89691,41
1618419600,3,2,69239,52
1618423200,2,5,117549,31
1618426800,1,3,104820,34
1618430400,2,1,91550,40
1618434000,3,5,75374,50
1618437600,3,4,118913,30
1618441200,1,3,94240,38
1618444800,2,1,87832,41
1618448400,3,5,84307,43
1618452000,1,4,71986,52
1618455600,1,0,97668,37
1618459200,2,0,82898,43
1618462800,2,2,119154,30
1618466400,2,0,79866,45
1618470000,1,5,81516,45
1618473600,2,1,101037,35
1618477200,2,2,75621,47
1618480800,2,0,129850,27
1618484400,3,6,77405,47
1618488000,1,4,101105,35
1618491600,2,0,106353,34
1618495200,2,0,77327,47
1618498800,3,1,88496,41
1618502400,2,6,129322,28
1618506000,3,2,129005,28
1618509600,2,2,68919,52
1618513200,1,3,126640,28
1618516800,2,3,108535,33
1618520400,2,6,103543,35
1618524000,2,1,120583,30
1618527600,3,1,128373,28
1618531200,3,0,120415,30
1618534800,3,3,83086,43
1618538400,1,4,111106,33
1618542000,2,6,109417,33
1618545600,3,5,105373,34
1618549200,3,4,124634,29
1618552800,3,5,92348,40
1618556400,1,0,96448,38
1618560000,2,4,117788,31
1618563600,2,5,97180,38
1618567200,2,2,94474,38
1618570800,1,4,127033,28
1618574400,1,2,107000,34
1618578000,2,2,124542,29
1618581600,3,2,119803,30
1618585200,1,6,100565,37
1618588800,3,1,66713,55
1618592400,2,1,120480,30
1618596000,2,5,66625,55
1618599600,1,5,109909,33
1618603200,1,6,84037,43
1618606800,3,1,94157,38
1618610400,3,5,69873,52
1618614000,2,2,130407,27
1618617600,2,0,76681,47
1618621200,2,1,108989,33
1618624800,1,6,91523,40
1618628400,3,0,122719,29
1618632000,3,2,81592,45
1618635600,3,0,116545,31
1618639200,1,2,121222,30
1618642800,3,1,122783,29
1618646400,1,5,128579,28
1618650000,1,3,80624,45
1618653600,3,1,126355,28
1618657200,1,4,98497,37
1618660800,2,0,121785,30
1618664400,1,1,119475,30
1618668000,1,6,84561,43
1618671600,2,4,69294,52
1618675200,1,5,95117,38
1618678800,1,0,69897,52
1618682400,2,6,72647,50
1618686000,2,2,89395,41
1618689600,3,2,103311,35
1618693200,2,4,130741,27
1618696800,2,3,113361,32
1618700400,3,0,80064,45
1618704000,2,3,113514,32
1618707600,1,2,111244,33
1618711200,1,3,79707,45
1618714800,3,4,75324,50
1618718400,3,4,116515,31
1618722000,1,4,76343,47
1618725600,1,2,85316,43
1618729200,1,6,116662,31
1618732800,2,6,82558,45
1618736400,2,2,74630,50
1618740000,1,6,74221,50
1618743600,2,5,69671,52
1618747200,3,6,74070,50
1618750800,2,5,77467,47
1618754400,1,5,99191,37
1618758000,2,1,98728,37
1618761600,3,6,129087,28
1618765200,1,2,109612,33
1618768800,2,6,73265,50
1618772400,3,5,76294,47
1618776000,2,5,69084,52
1618779600,2,1,108579,33
1618783200,1,5,122698,29
1618786800,1,5,75386,50
1618790400,3,4,129996,27
1618794000,1,1,106929,34
1618797600,2,3,113198,32
1618801200,3,4,93224,40
1618804800,1,0,102011,35
1618808400,3,6,66311,55
1618812000,1,3,83807,43
1618815600,1,0,109121,33
1618819200,1,3,84407,43
1618822800,1,1,89471,41
1618826400,3,1,123902,29
1618830000,2,0,117604,31
1618833600,2,4,109104,33
1618837200,1,4,107980,34
1618840800,3,0,109922,33
1618844400,2,2,121753,30
1618848000,1,0,114646,32
1618851600,3,0,69570,52
1618855200,2,0,121934,30
1618858800,3,4,73161,50
1618862400,2,3,66455,55
1618866000,3,2,97554,37
1618869600,1,5,96093,38
1618873200,1,5,97906,37
1618876800,1,4,98949,37
1618880400,3,5,69033,52
1618884000,3,6,122472,29
1618887600,2,4,93622,38
1618891200,1,5,80961,45
1618894800,1,4,113933,32
1618898400,3,3,126551,28
1618902000,2,5,117638,31
1618905600,2,4,128586,28
1618909200,2,5,103502,35
1618912800,3,1,97792,37
1618916400,1,2,82296,45
1618920000,3,4,123425,29
1618923600,3,5,97975,37
1618927200,1,3,87452,41
1618930800,3,5,72806,50
1618934400,1,6,77974,47
1618938000,1,0,67967,55
1618941600,2,1,112369,32
1618945200,1,4,68040,55
1618948800,3,6,126213,28
1618952400,3,6,78929,47
1618956000,2,4,65559,55
1618959600,1,5,79776,45
1618963200,3,5,115415,31
1618966800,2,2,97600,37
1618970400,3,5,127311,28
1618974000,2,3,74194,50
1618977600,1,3,119057,30
1618981200,1,6,67828,55
1618984800,1,5,84152,43
1618988400,1,0,87685,41
1618992000,2,5,119844,30
1618995600,2,3,68371,55
1618999200,2,1,130547,27
1619002800,1,1,114683,32
1619006400,2,4,69178,52
1619010000,2,5,120684,30
1619013600,2,1,86473,41
1619017200,1,1,67514,55
1619020800,2,0,91572,40
1619024400,1,3,97549,37
1619028000,2,3,129922,27
1619031600,2,6,77387,47
1619035200,2,0,65740,55
1619038800,1,2,89177,41
1619042400,1,0,106850,34
1619046000,1,0,103479,35
1619049600,2,6,109213,33
1619053200,2,0,105249,34
1619056800,1,2,121808,30
1619060400,3,6,116012,31
1619064000,1,1,73536,50
1619067600,1,5,87759,41
1619071200,1,5,69365,52
1619074800,1,1,95952,38
1619078400,3,2,106228,34
1619082000,3,3,124051,29
1619085600,3,0,120160,30
1619089200,1,0,110156,33
1619092800,1,6,68614,52
1619096400,3,2,69586,52
1619100000,1,1,69586,52
1619103600,3,1,122920,29
1619107200,1,4,101151,35
1619110800,3,1,124726,29
1619114400,2,2,111517,33
1619118000,1,6,92886,40
1619121600,1,6,123981,29
1619125200,2,0,122184,30
1619128800,1,0,127391,28
1619132400,2,3,89802,41
1619136000,1,3,117268,31
1619139600,1,1,67062,55
1619143200,1,4,110028,33
1619146800,2,0,115096,32
1619150400,2,0,78189,47
1619154000,3,1,85858,43
1619157600,3,1,120609,30
1619161200,3,5,84645,43
1619164800,2,6,83316,43
1619168400,2,6,69338,52
1619172000,1,2,120905,30
1619175600,2,0,87025,41
1619179200,2,3,73077,50
1619182800,1,4,93090,40
1619186400,1,3,129360,28
1619190000,2,2,101508,35
1619193600,3,0,85565,43
1619197200,2,5,70518,52
1619200800,2,4,100988,35
1619204400,1,3,76497,47
1619208000,3,4,122167,30
1619211600,1,0,110776,33
1619215200,2,6,109908,33
1619218800,1,1,107059,34
1619222400,1,2,95782,38
1619226000,1,1,122058,30
1619229600,1,5,109683,33
1619233200,2,4,79182,47
1619236800,1,5,125122,29
1619240400,1,6,102248,35
1619244000,1,5,128180,28
1619247600,2,1,67940,55
1619251200,2,4,71846,52
1619254800,2,2,118753,31
1619258400,2,2,126946,28
1619262000,3,2,71160,52
1619265600,3,5,102991,35
1619269200,3,1,80601,45
1619272800,2,3,78535,47
1619276400,3,2,86855,41
1619280000,2,3,99162,37
1619283600,3,6,77470,47
1619287200,3,6,98704,37
1619290800,1,0,77051,47
1619294400,2,3,95501,38
1619298000,3,0,124522,29
1619301600,2,0,124250,29
1619305200,2,3,86994,41
1619308800,2,3,111093,33
1619312400,3,0,128443,28
1619316000,2,1,122287,30
1619319600,1,5,101137,35
1619323200,2,0,82514,45
1619326800,3,1,72871,50
1619330400,2,2,75813,47
1619334000,1,6,83667,43
1619337600,2,2,125236,29
1619341200,1,3,103194,35
1619344800,3,1,96822,38
1619348400,1,6,72353,50
1619352000,1,3,84016,43
1619355600,3,2,101099,35
1619359200,1,2,88088,41
1619362800,3,3,79011,47
1619366400,3,1,127086,28
1619370000,1,2,86611,41
1619373600,1,5,66765,55
1619377200,2,2,67084,55
1619380800,2,6,102634,35
1619384400,2,2,82858,43
1619388000,1,2,122429,29
1619391600,1,1,85780,43
1619395200,2,4,116120,31
1619398800,1,3,77424,47
1619402400,1,3,74563,50
1619406000,1,1,71864,52
1619409600,2,4,128314,28
1619413200,1,4,95515,38
1619416800,2,1,98481,37
1619420400,2,5,106933,34
1619424000,3,4,118140,31
1619427600,2,3,123217,29
1619431200,1,5,81927,45
1619434800,3,3,104603,34
1619438400,1,5,105225,34
1619442000,1,1,83871,43
1619445600,2,6,86388,43
1619449200,2,1,79123,47
1619452800,3,4,117251,31
1619456400,2,5,73065,50
1619460000,2,5,112376,32
1619463600,2,0,84471,43
1619467200,2,2,128468,28
1619470800,2,3,97726,37
1619474400,3,1,126795,28
1619478000,1,5,90514,40
1619481600,1,6,93112,40
1619485200,3,6,108101,33
1619488800,1,6,71392,52
1619492400,3,4,75520,50
1619496000,2,5,110088,33
1619499600,2,2,90514,40
1619503200,1,3,102681,35
1619506800,2,3,93616,38
1619510400,3,0,130644,27
1619514000,2,3,101719,35
1619517600,3,5,68605,52
1619521200,1,1,94080,38
1619524800,2,5,104567,34
1619528400,1,2,77575,47
1619532000,1,5,72019,50
1619535600,1,1,112785,32
1619539200,2,6,126279,28
1619542800,1,1,80772,45
1619546400,2,4,91170,40
1619550000,1,3,93606,38
1619553600,2,4,96214,38
1619557200,3,6,92129,40
1619560800,3,3,122655,29
1619564400,1,3,70316,52
1619568000,3,3,111833,32
1619571600,1,1,124854,29
1619575200,3,4,128314,28
1619578800,3,2,81589,45
1619582400,3,6,82506,45
1619586000,2,0,88769,41
1619589600,3,6,125356,29
1619593200,3,4,116286,31
1619596800,2,5,114327,32
1619600400,3,6,77215,47
1619604000,1,5,80571,45
1619607600,2,1,103310,35
1619611200,2,2,66855,55
1619614800,2,5,101705,35
1619618400,2,6,66747,55
1619622000,2,2,130646,27
1619625600,1,5,84554,43
1619629200,2,4,100732,37
1619632800,1,4,66249,55
1619636400,2,5,123693,29
1619640000,3,0,77991,47
1619643600,3,2,66901,55
1619647200,2,5,99752,37
1619650800,1,6,106013,34
1619654400,3,1,100922,35
1619658000,3,4,110112,33
1619661600,1,5,123735,29
1619665200,3,1,96631,38
1619668800,3,1,93313,40
1619672400,1,1,67344,55
1619676000,1,4,116859,31
1619679600,1,0,91244,40
1619683200,2,4,115454,31
1619686800,1,3,120993,30
1619690400,2,1,85995,43
1619694000,3,1,130987,27
1619697600,2,1,99807,37
1619701200,2,2,90196,40
1619704800,3,6,114984,32
1619708400,3,0,119407,30
1619712000,1,1,115144,32
1619715600,3,4,79313,45
1619719200,2,0,77405,47
1619722800,3,0,83021,43
1619726400,3,5,94412,38
1619730000,3,6,74870,50
1619733600,3,1,127425,28
1619737200,1,0,101901,35
1619740800,1,1,126849,28
1619744400,3,6,71710,52
1619748000,3,0,87995,41
1619751600,1,2,84604,43
1619755200,3,2,90620,40
1619758800,1,0,74622,50
1619762400,1,6,77087,47
1619766000,2,0,67765,55
1619769600,2,4,118950,30
1619773200,1,4,119647,30
1619776800,1,6,73234,50
1619780400,1,4,100843,35
1619784000,1,4,100728,37
1619787600,3,4,68775,52
1619791200,1,1,113847,32
1619794800,2,1,71434,52
1619798400,2,2,80149,45
1619802000,1,4,67095,55
1619805600,2,1,125441,29
1619809200,2,0,92549,40
1619812800,3,4,124351,29
1619816400,3,1,128822,28
1619820000,2,4,104395,35
1619823600,1,5,90479,40
1619827200,1,1,73133,50
1619830800,3,4,119661,30
1619834400,1,5,116275,31
1619838000,2,2,119569,30
1619841600,1,1,73242,50
1619845200,1,0,66899,55
1619848800,2,1,71270,52
1619852400,3,1,109748,33
1619856000,1,3,84951,43
1619859600,3,3,84976,43
1619863200,1,3,90972,40
1619866800,3,5,117821,31
1619870400,2,3,119173,30
1619874000,3,5,124098,29
1619877600,1,4,107106,34
1619881200,1,1,111410,33
1619884800,2,3,87566,41
1619888400,1,3,81191,45
1619892000,2,2,117390,31
1619895600,2,3,100083,37
1619899200,3,6,98144,37
1619902800,3,2,121967,30
1619906400,1,2,73893,50
1619910000,3,1,99809,37
1619913600,2,0,97719,37
1619917200,2,3,127528,28
1619920800,1,6,112693,32
1619924400,3,3,112030,32
1619928000,1,5,85268,43
1619931600,1,4,98985,37
1619935200,3,5,84769,43
1619938800,2,6,77936,47
1619942400,1,6,94692,38
1619946000,3,0,120138,30
1619949600,2,3,104752,34
1619953200,2,4,121877,30
1619956800,2,1,107239,34
1619960400,1,1,122009,30
1619964000,1,0,117044,31
1619967600,3,0,73839,50
1619971200,3,1,77473,47
1619974800,1,6,77544,47
1619978400,1,6,98618,37
1619982000,3,4,128696,28
1619985600,3,4,112583,32
1619989200,3,0,129768,27
1619992800,1,5,122569,29
1619996400,2,2,113018,32
1620000000,1,6,78849,47
1620003600,3,5,99636,37
1620007200,2,0,88853,41
1620010800,1,0,96624,38
1620014400,1,4,86027,43
1620018000,2,6,120853,30
1620021600,1,0,114304,32
1620025200,2,3,88362,41
1620028800,1,6,105020,34
1620032400,1,4,80160,45
1620036000,3,1,87996,41
1620039600,1,5,82621,45
1620043200,3,6,87285,41
1620046800,1,2,83301,43
1620050400,2,2,120989,30
1620054000,1,3,88030,41
1620057600,1,3,66744,55
1620061200,2,3,68629,52
1620064800,2,0,112107,32
1620068400,3,0,79889,45
1620072000,3,6,83886,43
1620075600,2,1,109967,33
1620079200,3,6,128518,28
1620082800,2,1,113557,32
1620086400,2,5,77092,47
1620090000,3,2,90124,40
1620093600,1,3,102056,35
1620097200,1,4,94298,38
1620100800,2,5,103364,35
1620104400,1,1,82732,45
1620108000,1,6,107601,34
1620111600,1,5,125648,29
1620115200,2,4,77618,47
1620118800,1,0,69983,52
1620122400,1,2,106113,34
1620126000,3,5,75225,50
1620129600,3,6,88073,41
1620133200,3,5,100069,37
1620136800,2,3,123840,29
1620140400,2,1,105515,34
1620144000,3,1,125354,29
1620147600,2,2,102263,35
1620151200,3,3,118963,30
1620154800,2,0,121365,30
1620158400,2,2,71799,52
1620162000,1,3,81154,45
1620165600,2,4,68367,55
1620169200,3,5,72565,50
1620172800,1,2,76440,47
1620176400,1,1,109046,33
1620180000,2,2,70978,52
1620183600,1,2,84144,43
1620187200,2,2,79217,45
1620190800,3,2,91462,40
1620194400,3,3,130981,27
1620198000,3,0,78058,47
1620201600,3,6,78353,47
1620205200,2,1,75032,50
1620208800,1,4,124575,29
1620212400,3,0,123337,29
1620216000,2,6,126431,28
1620219600,3,0,127804,28
